"POLITICAL_UNIT","NAME","Event_ID","WGMS_ID","EVENT_DATE","ET_SURGE","ET_CALVING","ET_FLOOD","ET_AVALANCHE","ET_TECTONIC","ET_OTHER","EVENT_DESCRIPTION","INVESTIGATOR","SPONSORING_AGENCY","REFERENCE","REMARKS","PUB_IN_FOG"
"IS","HEINABERGSJOKULL",4192,3085,19179999,0,,1,0,0,0,"In 1917, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4193,3085,19189999,0,,1,0,0,0,"In 1918, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4194,3085,19199999,0,,1,0,0,0,"In 1919, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4195,3085,19209999,0,,1,0,0,0,"In 1920, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4196,3085,19219999,0,,1,0,0,0,"In 1921, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4197,3085,19229999,0,,1,0,0,0,"In 1922, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4198,3085,19239999,0,,1,0,0,0,"In 1923, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4199,3085,19249999,0,,1,0,0,0,"In 1924, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4200,3085,19259999,0,,1,0,0,0,"In 1925, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4201,3085,19269999,0,,1,0,0,0,"In 1926, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4202,3085,19279999,0,,1,0,0,0,"In 1927, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4203,3085,19289999,0,,1,0,0,0,"In 1928, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4204,3085,19299999,0,,1,0,0,0,"In 1929, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4205,3085,19309999,0,,1,0,0,0,"In 1930, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4206,3085,19319999,0,,1,0,0,0,"In 1931, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4207,3085,19329999,0,,1,0,0,0,"In 1932, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4208,3085,19339999,0,,1,0,0,0,"In 1933, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4209,3085,19349999,0,,1,0,0,0,"In 1934, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4210,3085,19359999,0,,1,0,0,0,"In 1935, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4211,3085,19369999,0,,1,0,0,0,"In 1936, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4212,3085,19379999,0,,1,0,0,0,"In 1937, a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4213,3085,19380705,0,,1,0,0,0,"On July 5, 1938 a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HEINABERGSJOKULL",4214,3085,20020910,0,,1,0,0,0,"On September 10, 2002 a GLOF took place in Heinabergsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HOFFELLSJOKULL",4215,3953,19920920,0,,1,0,0,0,"On September 20, 1992 a GLOF took place in Hoffellsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.","Named Svínafellsjökull.",
"IS","HOFFELLSJOKULL",4216,3953,19991015,0,,1,0,0,0,"On October 15, 1999 a GLOF took place in Hoffellsjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.","Named Svínafellsjökull.",
"IS","HOFSARJOKUL",4217,23648,20030731,0,,1,0,0,0,"On July 31, 2003 a GLOF took place in Hofsarjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HOFSJOKULL ICE CAP",4218,6830,19910715,0,,1,0,0,0,"On July 15, 1991 a GLOF took place in Hofsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","HOFSJOKULL ICE CAP",4219,6830,19980823,0,,1,0,0,0,"On August 23, 1998 a GLOF took place in Hofsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KALDALONSJOKULL",1347,3095,17419999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 ",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,
"IS","KALDALONSJOKULL",1348,3095,18609999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 ",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,
"IS","KALDALONSJOKULL",1346,3095,19369999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 ",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.","surge onset: 1934",
"IS","KALDALONSJOKULL",54,3095,19959999,1,0,0,0,0,0,"Surge-type activity started at the snout of the glacier in 1995 and continued throughout the period considered here with maximum in1996/1997. Total advance 1015 m. ",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,2000
"IS","KALDALONSJOKULL",21,3095,19959999,1,0,0,0,0,0,"A new surge started in 1995. The last surge in 1936–1940 resulted in a total advance of 200 m.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,1995
"IS","KALDALONSJOKULL",55,3095,19980901,0,0,1,0,0,0,"In 1st or 2nd of September 1998 therewas a sudden jökulhlaup from the snout of Kaldalónsjökull accompaniedby a considerable debris slide. This did not seem to affect the slowsurge going on in the glacier at the time (see alsoLeirufjarðarjökull).",,,"O. Sigurdsson. WGMS (2005b): FoG 1995-2000 (Vol. VIII), IUGG (CCS) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 288 pp.",,2000
"IS","KOLDUKVISLARJ.",1349,3096,19759999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 ",,,"Event description, Surge Diagnostic features and index based on BH2003,Var.NEA. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","KOLDUKVISLARJ.",4220,3096,19899999,0,,1,0,0,0,"In 1989, a GLOF took place in Koldukvislarjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KOLDUKVISLARJ.",1350,3096,19929999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 ",,,"Event description, Surge Diagnostic features and index based on BH2003,Var.NEA. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","KOLDUKVISLARJ.",4221,3096,19980823,0,,1,0,0,0,"On August 23, 1998 a GLOF took place in Koldukvislarjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KOTARJOKULL",4222,3906,20000927,0,,1,0,0,0,"On September 27, 2000 a GLOF took place in Kotarjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KOTLUJOKULL",4223,3132,19990929,0,,1,0,0,0,"On September 29, 1999 a GLOF took place in Kotlujokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KOTLUJOKULL",4224,3132,20000802,0,,1,0,0,0,"On August 2, 2000 a GLOF took place in Kotlujokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KOTLUJOKULL",4225,3132,20100306,0,,1,0,0,0,"On March 6, 2010 a GLOF took place in Kotlujokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KOTLUJOKULL",4226,3132,20100307,0,,1,0,0,0,"On March 7, 2010 a GLOF took place in Kotlujokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KOTLUJOKULL",4227,3132,20110709,0,,1,0,0,0,"On July 9, 2011 a GLOF took place in Kotlujokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4228,3097,19599999,0,,1,0,0,0,"In 1959, a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4229,3097,19850130,0,,1,0,0,0,"On January 30, 1985 a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4230,3097,19859999,0,,1,0,0,0,"In 1985, a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4231,3097,19871114,0,,1,0,0,0,"On November 14, 1987 a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4232,3097,19879999,0,,1,0,0,0,"In 1987, a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4233,3097,19930524,0,,1,0,0,0,"On May 24, 1993 a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4234,3097,19970928,0,,1,0,0,0,"On September 28, 1997 a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4235,3097,19980799,0,,1,0,0,0,"In July 1998, a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4236,3097,20020108,0,,1,0,0,0,"On January 8, 2002 a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVERKJOKULL",4237,3097,20130899,0,,1,0,0,0,"In August 2013, a GLOF took place in Kverkjokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","KVISLAJOKULL",1361,3131,19209999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 ",,,"Event description, Surge Diagnostic features and index based on BH2003. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","KVISLAJOKULL",1360,3131,19759999,1,0,0,0,0,0,,,," ",,
"IS","LEIRUFJARDARJOKULL",1352,3102,17009999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 ",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,
"IS","LEIRUFJARDARJOKULL",1353,3102,18409999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 ",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,
"IS","LEIRUFJARDARJOKULL",1351,3102,19429999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 ",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.","surge onset: 1939",
"IS","LEIRUFJARDARJOKULL",20,3102,19959999,1,0,0,0,0,0,"A new surge started in 1995. The last surge in 1936–1940 resulted in a total advance of 1000 m.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,1995
